UK76770000255,0
UK76770000256,0
UK76770000257,1
UK76770000258,1
UK76770000259,1
UK76770000260,1
UK76770000261,0
UK76770000262,0
UK76770000263,0
UK76770000264,0
UK76770000265,0
UK76770000266,0
UK76770000267,1
UK76770000268,1
UK76770000269,0
UK76770000270,0
UK76770000271,1
UK76770000272,0
UK76770000273,0
UK76770000274,0
UK76770000275,0
UK76770000276,0
UK76770000277,0
UK76770000278,0
UK76770000279,1
UK76770000280,0
UK76770000281,1
UK76770000282,1
UK76770000283,0
UK76770000284,0
UK76770000285,1
UK76770000286,1
UK76770000287,0
UK76770000288,1
UK76770000289,1
UK76770000290,1
UK76770000291,1
UK76770000292,1
UK76770000293,1
UK76770000294,0
UK76770000295,1
UK76770000296,0
UK76770000297,1
UK76770000298,0
UK76770000299,0
UK76770000300,0
UK76770000301,0
UK76770000302,1
UK76770000303,0
UK76770000304,0
UK76770000305,0
UK76770000306,1
UK76770000307,1
UK76770000308,1
UK76770000309,0
UK76770000310,1
UK76770000311,1
UK76770000312,0
UK76770000313,0
UK76770000314,0
UK76770000315,1
UK76770000316,0
UK76770000317,0
UK76770000318,1
UK76770000319,0
UK76770000320,0
UK76770000321,0
UK76770000322,1
UK76770000323,1
UK76770000324,1
UK76770000325,1
UK76770000326,0
UK76770000327,0
UK76770000328,1
UK76770000329,1
UK76770000330,1
UK76770000331,1
UK76770000332,0
UK76770000333,1
UK76770000334,0
UK76770000335,1
UK76770000336,0
UK76770000337,0
UK76770000338,1
UK76770000339,1
UK76770000340,0
UK76770000341,0
UK76770000342,1
UK76770000343,1
UK76770000344,0
UK76770000345,0
UK76770000346,0
UK76770000347,1
UK76770000348,1
UK76770000349,1
UK76770000350,0
UK76770000351,1
UK76770000352,1
UK76770000353,1
UK76770000354,1
UK76770000355,1
UK76770000356,0
UK76770000357,1
UK76770000358,1
UK76770000359,0
UK76770000360,1
UK76770000361,0
UK76770000362,0
UK76770000363,0
UK76770000364,1
UK76770000365,0
UK76770000366,0
UK76770000367,1
UK76770000368,1
UK76770000369,0
UK76770000370,0
UK76770000371,0
UK76770000372,1
UK76770000373,0
UK76770000374,1
UK76770000375,1
UK76770000376,0
UK76770000377,1
UK76770000378,1
UK76770000379,1
UK76770000380,0
UK76770000381,1
UK76770000382,1
UK76770000383,0
UK76770000384,1
UK76770000385,1
UK76770000386,1
UK76770000387,0
UK76770000388,0
UK76770000389,0
UK76770000390,0
UK76770000391,1
UK76770000392,1
UK76770000393,0
UK76770000394,1
UK76770000395,0
UK76770000396,1
UK76770000397,1
UK76770000398,0
UK76770000399,1
UK76770000400,0
UK76770000401,1
UK76770000402,1
UK76770000403,0
UK76770000404,0
UK76770000405,1
UK76770000406,1
UK76770000407,1
UK76770000408,1
UK76770000409,0
UK76770000410,0
UK76770000411,1
UK76770000412,0
UK76770000413,0
UK76770000414,1
UK76770000415,0
UK76770000416,0
UK76770000417,0
UK76770000418,1
UK76770000419,1
UK76770000420,0
UK76770000421,0
UK76770000422,1
UK76770000423,1
UK76770000424,1
UK76770000425,0
UK76770000426,1
UK76770000427,0
UK76770000428,1
UK76770000429,1
UK76770000430,0
UK76770000431,1
UK76770000432,0
UK76770000433,1
UK76770000434,1
UK76770000435,0
UK76770000436,1
UK76770000437,0
UK76770000438,0
UK76770000439,1
UK76770000440,1
UK76770000441,1
UK76770000442,1
UK76770000443,1
UK76770000444,1
UK76770000445,0
UK76770000446,0
UK76770000447,1
UK76770000448,1
UK76770000449,1
UK76770000450,0
UK76770000451,1
UK76770000452,1
UK76770000453,1
UK76770000454,1
UK76770000455,1
UK76770000456,0
UK76770000457,0
UK76770000458,1
UK76770000459,0
UK76770000460,1
UK76770000461,1
UK76770000462,1
UK76770000463,0
UK76770000464,1
UK76770000465,1
UK76770000466,1
UK76770000467,1
UK76770000468,0
UK76770000469,0
UK76770000470,0
UK76770000471,1
UK76770000472,1
UK76770000473,1
UK76770000474,1
UK76770000475,0
UK76770000476,1
UK76770000477,0
UK76770000478,1
UK76770000479,1
UK76770000480,1
UK76770000481,0
UK76770000482,0
UK76770000483,1
UK76770000484,0
UK76770000485,0
UK76770000486,1
UK76770000487,1
UK76770000488,1
UK76770000489,0
UK76770000490,1
UK76770000491,1
UK76770000492,0
UK76770000493,1
UK76770000494,1
UK76770000495,1
UK76770000496,1
UK76770000497,1
UK76770000498,1
UK76770000499,1
UK76770000500,1
UK76770000501,1
UK76770000502,1
UK76770000503,1
UK76770000504,0
UK76770000505,0
UK76770000506,1
UK76770000507,1
UK76770000508,1
UK76770000509,1
UK76770000510,0
UK76770000511,1
UK76770000512,0
UK76770000513,1
UK76770000514,1
UK76770000515,0
UK76770000516,1
UK76770000517,1
UK76770000518,0
UK76770000519,0
UK76770000520,1
UK76770000521,1
UK76770000522,1
UK76770000523,0
UK76770000524,1
UK76770000525,0
UK76770000526,1
UK76770000527,1
UK76770000528,1
UK76770000529,1
UK76770000530,1
UK76770000531,0
UK76770000532,0
UK76770000533,0
UK76770000534,0
UK76770000535,0
UK76770000536,0
UK76770000537,0
UK76770000538,1
UK76770000539,1
UK76770000540,1
UK76770000541,1
UK76770000542,1
UK76770000543,0
UK76770000544,1
UK76770000545,0
UK76770000546,0
UK76770000547,1
UK76770000548,1
UK76770000549,0
UK76770000550,1
UK76770000551,1
UK76770000552,0
UK76770000553,1
UK76770000554,1
UK76770000555,1
UK76770000556,0
UK76770000557,0
UK76770000558,0
UK76770000559,0
UK76770000560,1
UK76770000561,1
UK76770000562,1
UK76770000563,1
UK76770000564,1
UK76770000565,1
UK76770000566,0
UK76770000567,0
UK76770000568,1
UK76770000569,0
UK76770000570,0
UK76770000571,1
UK76770000572,0
UK76770000573,0
UK76770000574,1
UK76770000575,0
UK76770000576,0
UK76770000577,0
UK76770000578,1
UK76770000579,0
UK76770000580,1
UK76770000581,0
UK76770000582,1
UK76770000583,0
UK76770000584,1
UK76770000585,0
UK76770000586,0
UK76770000587,0
UK76770000588,1
UK76770000589,0
UK76770000590,0
UK76770000591,0
UK76770000592,0
UK76770000593,0
UK76770000594,1
UK76770000595,1
UK76770000596,0
UK76770000597,0
UK76770000598,0
UK76770000599,1
UK76770000600,0
UK76770000601,1
UK76770000602,0
UK76770000603,0
UK76770000604,0
UK76770000605,1
UK76770000606,1
UK76770000607,1
UK76770000608,0
UK76770000609,1
UK76770000610,0
UK76770000611,1
UK76770000612,0
UK76770000613,0
UK76770000614,0
UK76770000615,0
UK76770000616,0
UK76770000617,1
UK76770000618,0
UK76770000619,0
UK76770000620,1
UK76770000621,1
UK76770000622,0
UK76770000623,1
UK76770000624,0
UK76770000625,0
UK76770000626,0
UK76770000627,1
UK76770000628,1
UK76770000629,1
UK76770000630,0
UK76770000631,1
UK76770000632,0
UK76770000633,0
UK76770000634,0
UK76770000635,1
UK76770000636,1
UK76770000637,1
UK76770000638,0
UK76770000639,1
UK76770000640,1
UK76770000641,1
UK76770000642,0
UK76770000643,0
UK76770000644,0
UK76770000645,0
UK76770000646,0
UK76770000647,1
UK76770000648,1
UK76770000649,1
UK76770000650,0
UK76770000651,1
UK76770000652,0
UK76770000653,1
UK76770000654,0
UK76770000655,0
UK76770000656,0
UK76770000657,1
UK76770000658,0
UK76770000659,1
UK76770000660,0
UK76770000661,0
UK76770000662,0
UK76770000663,1
UK76770000664,1
UK76770000665,0
UK76770000666,0
UK76770000667,1
UK76770000668,0
UK76770000669,0
UK76770000670,1
UK76770000671,0
UK76770000672,1
UK76770000673,0
UK76770000674,0
UK76770000675,0
UK76770000676,0
UK76770000677,0
UK76770000678,1
UK76770000679,0
UK76770000680,1
UK76770000681,0
UK76770000682,0
UK76770000683,0
UK76770000684,0
UK76770000685,1
UK76770000686,0
UK76770000687,0
UK76770000688,0
UK76770000689,0
UK76770000690,1
UK76770000691,0
UK76770000692,1
UK76770000693,1
UK76770000694,1
UK76770000695,1
UK76770000696,1
UK76770000697,1
UK76770000698,0
UK76770000699,0
UK76770000700,1
UK76770000701,0
UK76770000702,1
UK76770000703,1
UK76770000704,1
UK76770000705,0
UK76770000706,1
UK76770000707,0
UK76770000708,1
UK76770000709,0
UK76770000710,1
UK76770000711,0
UK76770000712,1
UK76770000713,0
UK76770000714,1
UK76770000715,0
UK76770000716,0
UK76770000717,0
UK76770000718,0
UK76770000719,1
UK76770000720,0
UK76770000721,0
UK76770000722,0
UK76770000723,1
UK76770000724,1
UK76770000725,0
UK76770000726,1
UK76770000727,0
UK76770000728,1
UK76770000729,0
UK76770000730,0
UK76770000731,1
UK76770000732,0
UK76770000733,1
UK76770000734,0
UK76770000735,1
UK76770000736,0
UK76770000737,0
UK76770000738,0
UK76770000739,0
UK76770000740,0
UK76770000741,0
UK76770000742,1
UK76770000743,0
UK76770000744,1
UK76770000745,0
UK76770000746,1
UK76770000747,1
UK76770000748,0
UK76770000749,0
UK76770000750,0
UK76770000751,0
UK76770000752,0
UK76770000753,1
UK76770000754,1
UK76770000755,0
UK76770000756,1
UK76770000757,1
UK76770000758,1
UK76770000759,1
UK76770000760,1
UK76770000761,1
UK76770000762,0
UK76770000763,0
UK76770000764,0
UK76770000765,0
UK76770000766,0
UK76770000767,0
UK76770000768,0
UK76770000769,0
UK76770000770,1
UK76770000771,0
UK76770000772,1
UK76770000773,0
UK76770000774,0
UK76770000775,1
UK76770000776,1
UK76770000777,0
UK76770000778,0
UK76770000779,1
UK76770000780,1
UK76770000781,0
UK76770000782,1
UK76770000783,1
UK76770000784,1
UK76770000785,1
UK76770000786,0
UK76770000787,0
UK76770000788,0
UK76770000789,1
UK76770000790,0
UK76770000791,0
UK76770000792,1
UK76770000793,0
UK76770000794,1
UK76770000795,0
UK76770000796,1
UK76770000797,0
UK76770000798,1
UK76770000799,1
UK76770000800,1
UK76770000801,1
UK76770000802,0
UK76770000803,1
UK76770000804,0
UK76770000805,0
UK76770000806,0
UK76770000807,0
UK76770000808,1
UK76770000809,1
UK76770000810,1
UK76770000811,1
UK76770000812,1
UK76770000813,1
UK76770000814,1
UK76770000815,1
UK76770000816,0
UK76770000817,1
UK76770000818,0
UK76770000819,0
UK76770000820,0
UK76770000821,1
UK76770000822,0
UK76770000823,0
UK76770000824,0
UK76770000825,0
UK76770000826,0
UK76770000827,1
UK76770000828,0
UK76770000829,0
UK76770000830,1
UK76770000831,0
UK76770000832,0
UK76770000833,1
UK76770000834,0
UK76770000835,1
UK76770000836,1
UK76770000837,1
UK76770000838,0
UK76770000839,0
UK76770000840,0
UK76770000841,1
UK76770000842,1
UK76770000843,1
UK76770000844,0
UK76770000845,0
UK76770000846,0
UK76770000847,1
UK76770000848,1
UK76770000849,1
UK76770000850,0
UK76770000851,0
UK76770000852,1
UK76770000853,0
UK76770000854,0
UK76770000855,0
UK76770000856,0
UK76770000857,0
UK76770000858,1
UK76770000859,0
UK76770000860,1
UK76770000861,0
UK76770000862,0
UK76770000863,1
UK76770000864,0
UK76770000865,1
UK76770000866,0
UK76770000867,0
UK76770000868,0
UK76770000869,1
UK76770000870,1
UK76770000871,0
UK76770000872,1
UK76770000873,0
UK76770000874,0
UK76770000875,0
UK76770000876,1
UK76770000877,0
UK76770000878,0
UK76770000879,0
UK76770000880,0
UK76770000881,0
UK76770000882,1
UK76770000883,1
UK76770000884,0
UK76770000885,0
UK76770000886,1
UK76770000887,1
UK76770000888,0
UK76770000889,1
UK76770000890,0
UK76770000891,1
UK76770000892,1
UK76770000893,1
UK76770000894,0
UK76770000895,1
UK76770000896,0
UK76770000897,1
UK76770000898,1
UK76770000899,1
UK76770000900,0
UK76770000901,0
UK76770000902,0
UK76770000903,1
UK76770000904,1
UK76770000905,1
UK76770000906,1
UK76770000907,0
UK76770000908,1
UK76770000909,1
UK76770000910,0
UK76770000911,0
UK76770000912,0
UK76770000913,1
UK76770000914,1
UK76770000915,0
UK76770000916,1
UK76770000917,1
UK76770000918,1
UK76770000919,1
UK76770000920,0
UK76770000921,0
UK76770000922,0
UK76770000923,0
UK76770000924,0
UK76770000925,1
UK76770000926,0
UK76770000927,0
UK76770000928,0
UK76770000929,1
UK76770000930,0
UK76770000931,0
UK76770000932,0
UK76770000933,0
UK76770000934,1
UK76770000935,1
UK76770000936,1
UK76770000937,1
UK76770000938,0
UK76770000939,0
UK76770000940,1
UK76770000941,0
UK76770000942,0
UK76770000943,1
UK76770000944,1
UK76770000945,0
UK76770000946,1
UK76770000947,1
UK76770000948,0
UK76770000949,1
UK76770000950,0
UK76770000951,0
UK76770000952,1
UK76770000953,1
UK76770000954,0
UK76770000955,1
UK76770000956,0
UK76770000957,1
UK76770000958,0
UK76770000959,1
UK76770000960,0
UK76770000961,1
UK76770000962,0
UK76770000963,0
UK76770000964,0
UK76770000965,0
UK76770000966,1
UK76770000967,1
UK76770000968,1
UK76770000969,1
UK76770000970,1
UK76770000971,0
UK76770000972,0
UK76770000973,0
UK76770000974,1
UK76770000975,1
UK76770000976,0
UK76770000977,0
UK76770000978,1
UK76770000979,1
UK76770000980,0
UK76770000981,1
UK76770000982,0
UK76770000983,1
UK76770000984,1
UK76770000985,0
UK76770000986,1
UK76770000987,1
UK76770000988,0
UK76770000989,1
UK76770000990,1
UK76770000991,0
UK76770000992,1
UK76770000993,0
UK76770000994,0
UK76770000995,1
UK76770000996,1
UK76770000997,0
UK76770000998,0
UK76770000999,1
UK76770001000,1
